Datetime,btc_day,cash
2022-01-01 00:00:00+00:00,0.0,100000.0
2022-01-02 00:00:00+00:00,-101337.57961783439,199960.0
2022-01-03 00:00:00+00:00,-98694.26751592357,199960.0
2022-01-04 00:00:00+00:00,-100141.05083478094,206233.0397921058
2022-01-05 00:00:00+00:00,0.0,109114.37939291967
2022-01-06 00:00:00+00:00,0.0,109114.37939291967
2022-01-07 00:00:00+00:00,0.0,109114.37939291967
2022-01-08 00:00:00+00:00,0.0,109114.37939291967
2022-01-09 00:00:00+00:00,0.0,109114.37939291967
2022-01-10 00:00:00+00:00,0.0,109114.37939291967
2022-01-11 00:00:00+00:00,0.0,109114.37939291967
2022-01-12 00:00:00+00:00,0.0,104802.21578451159
2022-01-13 00:00:00+00:00,-98807.4698043927,206157.36802292586
2022-01-14 00:00:00+00:00,0.0,108951.46430013629
2022-01-15 00:00:00+00:00,-108337.4347867025,214853.1998621162
2022-01-16 00:00:00+00:00,-107933.19062705063,214853.1998621162
2022-01-17 00:00:00+00:00,0.0,109990.7610601459
2022-01-18 00:00:00+00:00,0.0,109990.7610601459
2022-01-19 00:00:00+00:00,0.0,109990.7610601459
2022-01-20 00:00:00+00:00,0.0,117372.0516468269
2022-01-21 00:00:00+00:00,0.0,117372.0516468269
2022-01-22 00:00:00+00:00,0.0,117372.0516468269
2022-01-23 00:00:00+00:00,0.0,117372.0516468269
2022-01-24 00:00:00+00:00,0.0,117372.0516468269
2022-01-25 00:00:00+00:00,0.0,117372.0516468269
2022-01-26 00:00:00+00:00,-107644.84401315115,227520.07239173166
2022-01-27 00:00:00+00:00,0.0,123665.49061588681
2022-01-28 00:00:00+00:00,0.0,123665.49061588681
2022-01-29 00:00:00+00:00,-122215.61934659712,247366.76746616155
2022-01-30 00:00:00+00:00,0.0,130648.10476340418
2022-01-31 00:00:00+00:00,-130552.53189964163,261339.48491952004
2022-02-01 00:00:00+00:00,-128788.46004420835,256266.58744354235
2022-02-02 00:00:00+00:00,0.0,132644.99090835897
2022-02-03 00:00:00+00:00,0.0,132644.99090835897
2022-02-04 00:00:00+00:00,-129809.29584901778,250183.7564128414
2022-02-05 00:00:00+00:00,-118183.14164712778,240670.68741554974
2022-02-06 00:00:00+00:00,-123568.51576712797,240670.68741554974
2022-02-07 00:00:00+00:00,-112835.53397212188,227565.411671033
2022-02-08 00:00:00+00:00,0.0,121088.86162307895
2022-02-09 00:00:00+00:00,0.0,115965.99633497687
2022-02-10 00:00:00+00:00,-112922.779234059,231950.32967171926
2022-02-11 00:00:00+00:00,0.0,119572.6778094272
2022-02-12 00:00:00+00:00,0.0,119572.6778094272
2022-02-13 00:00:00+00:00,0.0,119572.6778094272
2022-02-14 00:00:00+00:00,0.0,119572.6778094272
2022-02-15 00:00:00+00:00,-122178.35741683278,234872.59102353355
2022-02-16 00:00:00+00:00,-116075.90061711904,236419.0798051026
2022-02-17 00:00:00+00:00,0.0,125866.1651815672
2022-02-18 00:00:00+00:00,0.0,125866.1651815672
2022-02-19 00:00:00+00:00,0.0,125866.1651815672
2022-02-20 00:00:00+00:00,0.0,125866.1651815672
2022-02-21 00:00:00+00:00,0.0,133024.90051188026
2022-02-22 00:00:00+00:00,0.0,133024.90051188026
2022-02-23 00:00:00+00:00,0.0,130380.9742477234
2022-02-24 00:00:00+00:00,0.0,130380.9742477234
2022-02-25 00:00:00+00:00,0.0,125319.67360623744
2022-02-26 00:00:00+00:00,-118613.8953799134,250763.32573043584
2022-02-27 00:00:00+00:00,0.0,134541.42498786666
2022-02-28 00:00:00+00:00,0.0,128516.35133118297
2022-03-01 00:00:00+00:00,-127226.88961214099,257067.22585079045
2022-03-02 00:00:00+00:00,-129204.06424800534,257067.22585079045
2022-03-03 00:00:00+00:00,0.0,134175.36899548516
2022-03-04 00:00:00+00:00,0.0,134175.36899548516
2022-03-05 00:00:00+00:00,-133598.27063421425,268200.9232563844
2022-03-06 00:00:00+00:00,0.0,140226.28378663465
2022-03-07 00:00:00+00:00,0.0,140226.28378663465
2022-03-08 00:00:00+00:00,0.0,140226.28378663465
2022-03-09 00:00:00+00:00,-137559.99253592838,273590.64658209815
2022-03-10 00:00:00+00:00,0.0,145459.0538531101
2022-03-11 00:00:00+00:00,0.0,153039.4661128191
2022-03-12 00:00:00+00:00,0.0,153039.4661128191
2022-03-13 00:00:00+00:00,0.0,158446.03594987647
2022-03-14 00:00:00+00:00,0.0,158446.03594987647
2022-03-15 00:00:00+00:00,-159274.8731039299,316828.693485373
2022-03-16 00:00:00+00:00,-167701.38417013953,316828.693485373
2022-03-17 00:00:00+00:00,-163695.33792554805,316828.693485373
2022-03-18 00:00:00+00:00,-150749.54273598362,301316.47295769845
2022-03-19 00:00:00+00:00,-140485.3699859841,281679.6608537871
2022-03-20 00:00:00+00:00,-137096.22876453237,281679.6608537871
2022-03-21 00:00:00+00:00,-141250.65993921517,281679.6608537871
2022-03-22 00:00:00+00:00,-146498.3624756566,281679.6608537871
2022-03-23 00:00:00+00:00,-123725.6633810004,248977.64437242324
2022-03-24 00:00:00+00:00,-122237.10267507186,248977.64437242324
2022-03-25 00:00:00+00:00,0.0,130195.54363324813
2022-03-26 00:00:00+00:00,-132165.36093605665,260339.00904904297
2022-03-27 00:00:00+00:00,0.0,118421.32699323946
2022-03-28 00:00:00+00:00,-111400.01359571853,236795.28545568162
2022-03-29 00:00:00+00:00,-116322.1714414033,236795.28545568162
2022-03-30 00:00:00+00:00,-122257.71472590553,236795.28545568162
2022-03-31 00:00:00+00:00,0.0,116407.68020703139
2022-04-01 00:00:00+00:00,-107860.6088594886,215795.2495850037
2022-04-02 00:00:00+00:00,0.0,93238.62398020156
2022-04-03 00:00:00+00:00,0.0,93238.62398020156
2022-04-04 00:00:00+00:00,0.0,93238.62398020156
2022-04-05 00:00:00+00:00,0.0,93238.62398020156
2022-04-06 00:00:00+00:00,0.0,93238.62398020156
2022-04-07 00:00:00+00:00,0.0,93238.62398020156
2022-04-08 00:00:00+00:00,0.0,93238.62398020156
2022-04-09 00:00:00+00:00,0.0,93238.62398020156
2022-04-10 00:00:00+00:00,0.0,93238.62398020156
2022-04-11 00:00:00+00:00,0.0,93238.62398020156
2022-04-12 00:00:00+00:00,-89690.75031421498,182744.89696530777
2022-04-13 00:00:00+00:00,-93430.69820449689,182744.89696530777
2022-04-14 00:00:00+00:00,0.0,91612.73280629715
2022-04-15 00:00:00+00:00,-90750.96325023215,183255.0839693366
2022-04-16 00:00:00+00:00,-91413.8629087437,183255.0839693366
2022-04-17 00:00:00+00:00,-83485.91329031314,177074.87375162207
2022-04-18 00:00:00+00:00,0.0,91089.67071487341
