time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy volume,Taker buy quote asset volume,Ignore
2021-08-26,48992.65,49380.0,46280.0,46853.06,475183.123,2021-08-26,22473235582.72602,4109457,230104.076,10882546865.84612,0
2021-08-27,46854.22,49220.0,46359.97,49083.98,403667.012,2021-08-27,19245054649.6343,3627060,205164.652,9784560548.71865,0
2021-08-28,49082.13,49333.0,48395.65,48931.99,222793.024,2021-08-28,10891802522.97636,2305599,109948.674,5376041357.07675,0
2021-08-29,48931.99,49769.2,47741.31,48795.41,315105.499,2021-08-29,15338512478.0667,2921430,155344.998,7564561738.66223,0
2021-08-30,48795.42,48916.25,46876.49,47024.7,351830.754,2021-08-30,16883434689.08808,3200639,169917.924,8155152972.32927,0
2021-08-31,47024.69,48298.0,46731.03,47150.32,365548.209,2021-08-31,17331998427.24321,3297842,181913.89,8626841720.98086,0
2021-09-01,47150.32,49160.79,46550.99,48842.94,350108.374,2021-09-01,16740393336.66525,3281474,175891.948,8411757819.98881,0
2021-09-02,48842.93,50420.0,48631.2,49299.14,361863.055,2021-09-02,17997935761.14562,3429775,179442.573,8925896891.22235,0
2021-09-03,49299.14,51111.0,48333.0,50027.08,430326.386,2021-09-03,21513177165.61612,3937764,215451.423,10774514331.29711,0
2021-09-04,50027.09,50582.08,49360.0,49940.74,274956.842,2021-09-04,13759937547.8914,2715890,136190.266,6816489865.12176,0
2021-09-05,49942.2,51950.0,49462.59,51799.57,288984.124,2021-09-05,14588935796.41607,2959186,148048.724,7476811101.85916,0
2021-09-06,51799.56,52830.0,51040.0,52683.97,297734.284,2021-09-06,15423250787.26498,2960058,152032.163,7878007501.94202,0
2021-09-07,52683.98,52950.0,42088.0,46864.39,764140.139,2021-09-07,37281067593.00847,6793714,364036.276,17766872118.19381,0
2021-09-08,46864.38,47347.0,44431.0,46062.29,435803.011,2021-09-08,20085515480.72311,4352909,214784.769,9901190268.13891,0
2021-09-09,46060.02,47400.0,45500.0,46413.88,309015.75,2021-09-09,14346157049.46551,3136000,152282.069,7071663571.91131,0
2021-09-10,46413.88,47037.5,44120.0,44860.83,343533.069,2021-09-10,15708080883.28685,3380700,167338.043,7655525177.57464,0
2021-09-11,44860.83,45999.0,44737.4,45193.78,194144.115,2021-09-11,8807681962.10374,2214791,97883.696,4441300872.20317,0
2021-09-12,45194.19,46512.2,44746.51,46046.73,223534.63,2021-09-12,10201271595.70855,2321178,113248.808,5169330709.00293,0
2021-09-13,46048.02,46933.89,43323.93,44975.96,448942.068,2021-09-13,20131171676.0145,4145907,220554.171,9893624870.94141,0
2021-09-14,44975.96,47272.98,44692.9,47087.18,277925.721,2021-09-14,12831694974.04345,2897568,141470.816,6533364437.31527,0
2021-09-15,47087.18,48440.93,46675.0,48106.12,244226.37,2021-09-15,11624351579.75172,2516058,125186.65,5959025457.47176,0
2021-09-16,48106.13,48488.0,47038.21,47745.55,260044.727,2021-09-16,12433719043.28008,2620820,129615.057,6198461875.58339,0
2021-09-17,47745.55,48150.0,46750.0,47303.11,226193.34,2021-09-17,10742174762.67011,2357112,111793.653,5310355895.92158,0
2021-09-18,47303.11,48850.0,47044.32,48285.15,207900.413,2021-09-18,10031215317.91942,2155659,104344.769,5035054849.54531,0
2021-09-19,48284.61,48364.64,46840.0,47256.91,212631.933,2021-09-19,10122579342.97277,2174041,103064.05,4907156041.61025,0
2021-09-20,47256.92,47345.0,42467.86,43026.6,600764.629,2021-09-20,26601166549.81395,5157870,290520.904,12860508090.0522,0
2021-09-21,43026.61,43629.6,39503.58,40726.1,683242.002,2021-09-21,28674205460.24377,5802228,336573.263,14133698112.39341,0
2021-09-22,40727.83,43989.98,40551.49,43520.0,400849.752,2021-09-22,17055828172.61599,3884352,205402.776,8740895418.59424,0
2021-09-23,43520.0,44976.48,43056.0,44828.29,330253.525,2021-09-23,14552188970.80982,3230032,166949.881,7357628110.33826,0
2021-09-24,44828.29,45134.33,40650.0,42798.49,608595.52,2021-09-24,25937929795.8751,5382969,306893.32,13080834457.95401,0
2021-09-25,42798.49,42950.0,41630.26,42651.58,277084.795,2021-09-25,11773712808.98387,2664046,139117.235,5912069594.41739,0
2021-09-26,42646.84,43940.0,40725.01,43150.0,354393.916,2021-09-26,15063801544.28196,3234331,182613.319,7764041426.33353,0
2021-09-27,43150.01,44350.0,42059.13,42122.69,285311.606,2021-09-27,12386098075.29085,2858510,141202.027,6132508167.04597,0
2021-09-28,42122.69,42749.0,40854.0,41006.32,359745.538,2021-09-28,15049002596.37617,3336982,179946.127,7529633837.17685,0
2021-09-29,41002.96,42576.8,40708.73,41499.71,293307.589,2021-09-29,12246762409.51776,2890161,147987.157,6179983475.24985,0
2021-09-30,41499.7,44100.0,41387.78,43796.57,389185.646,2021-09-30,16818655330.04175,3595137,199661.066,8627989992.36717,0
2021-10-01,43799.49,48450.0,43260.01,48123.94,449491.768,2021-10-01,20816747005.41754,4182441,237198.964,10983522889.38438,0
2021-10-02,48123.93,48338.68,47410.0,47626.61,182565.988,2021-10-02,8730132627.52512,2094016,91641.538,4382722276.41995,0
2021-10-03,47626.62,49304.12,47071.26,48187.3,212410.375,2021-10-03,10220431021.74645,2555217,108484.936,5221311705.00741,0
2021-10-04,48187.99,49544.48,46885.29,49198.22,324424.837,2021-10-04,15638433546.81931,3491003,163699.666,7893607987.33083,0
2021-10-05,49199.78,51888.0,49009.21,51455.12,314043.813,2021-10-05,15777204363.85077,3327967,163037.976,8195154460.39123,0
2021-10-06,51460.22,56416.02,50410.0,55321.6,418731.748,2021-10-06,22242398945.29027,4406727,217635.741,11565636546.33099,0
2021-10-07,55327.45,55337.8,53374.34,53814.99,262974.545,2021-10-07,14289443599.2762,3228490,129986.407,7064371239.00069,0
2021-10-08,53814.99,56208.73,53647.3,53975.0,255210.035,2021-10-08,13956986828.05278,3022362,124309.101,6799056207.49623,0
2021-10-09,53974.99,55589.0,53656.66,54960.77,167495.393,2021-10-09,9179243466.66163,2142375,82817.693,4539518213.85989,0
2021-10-10,54960.79,56789.0,54101.0,54700.0,289072.818,2021-10-10,15966267341.69028,3209899,141914.606,7841470781.0759,0
2021-10-11,54700.0,57880.0,54458.0,57500.01,314868.05,2021-10-11,17849826167.23144,3488893,158591.466,8991066910.61986,0
2021-10-12,57500.01,57756.52,53750.0,56011.84,349147.775,2021-10-12,19709191747.56351,3760362,169177.726,9555231702.42022,0
2021-10-13,56011.83,57822.38,54271.24,57393.65,327714.318,2021-10-13,18304667791.64031,3544345,163755.891,9150172604.312,0
2021-10-14,57393.65,58586.67,56800.0,57378.19,254719.751,2021-10-14,14692446487.46952,3039506,127191.107,7338107346.09419,0
2021-10-15,57377.12,63997.61,56900.0,61702.33,493366.513,2021-10-15,29726367096.88279,5189976,250096.36,15071113500.61863,0
2021-10-16,61702.33,62444.23,60220.0,60925.56,213251.899,2021-10-16,13067491173.4585,2733733,102926.854,6308309773.50951,0
2021-10-17,60925.56,61796.47,58850.0,61571.45,240132.514,2021-10-17,14569391373.15171,2991800,117033.301,7104061882.0383,0
2021-10-18,61571.45,62800.0,59897.61,62037.92,333278.481,2021-10-18,20556521574.84721,3859785,160428.138,9896142972.34015,0
2021-10-19,62037.92,64500.0,61300.0,64316.7,379243.718,2021-10-19,23836964137.71631,4058114,186440.595,11722199698.29009,0
2021-10-20,64314.75,67150.0,63518.81,66064.24,324737.868,2021-10-20,21256679160.97886,3807997,163461.369,10700895988.07604,0
2021-10-21,66064.25,66750.0,62000.0,62260.33,478610.458,2021-10-21,30800550148.00219,5154202,228594.054,14714788401.44987,0
2021-10-22,62260.33,63796.2,60011.9,60734.27,350359.527,2021-10-22,21694368337.15083,3806113,168894.903,10459587326.76214,0
2021-10-23,60734.28,61780.0,59622.0,61325.11,222553.478,2021-10-23,13592218440.15612,2490240,108858.031,6650429687.93421,0
2021-10-24,61325.09,61550.0,59504.46,60902.82,245816.821,2021-10-24,14885043274.31098,2594160,120985.809,7326564923.14887,0
2021-10-25,60902.82,63795.98,60701.0,63127.04,234201.1,2021-10-25,14692569106.66627,2616705,118071.63,7407571081.30492,0
2021-10-26,63129.25,63362.06,59838.05,60358.75,252256.924,2021-10-26,15638312967.08455,2733730,119855.116,7433679519.31845,0
2021-10-27,60358.74,61550.0,57865.0,58449.36,329112.396,2021-10-27,19537339454.97683,3358588,157815.018,9370675789.47701,0
2021-10-28,58449.36,62641.26,57550.0,60622.03,333323.116,2021-10-28,20097525760.43563,3473122,165070.318,9956674240.54491,0
2021-10-29,60622.02,63069.71,60222.0,62308.22,218355.773,2021-10-29,13443682100.82851,2463370,107416.947,6613779694.2691,0
2021-10-30,62308.21,62415.85,60631.23,61895.19,156041.523,2021-10-30,9612679322.81911,1843670,76104.489,4688899644.69936,0
2021-10-31,61895.19,62462.99,60008.0,61348.61,183599.524,2021-10-31,11207623543.6644,1990247,89771.335,5480349726.70364,0
2021-11-01,61347.14,62543.58,59400.0,60942.87,246158.361,2021-11-01,15074399515.22613,2574208,118207.15,7241237255.35586,0
2021-11-02,60942.87,64349.55,60659.58,63266.69,217592.062,2021-11-02,13660618219.95169,2578549,109358.299,6865885437.33123,0
2021-11-03,63266.69,63613.0,60300.0,62946.45,211190.183,2021-11-03,13219637045.22856,2546692,101629.502,6363283387.19096,0
2021-11-04,62946.45,63149.0,60703.0,61431.86,184677.079,2021-11-04,11399249536.47138,2147665,88063.233,5436038718.13772,0
2021-11-05,61433.9,62671.48,60762.0,61006.0,157569.637,2021-11-05,9697454173.43093,2048592,76782.035,4726186362.31993,0
2021-11-06,61006.0,61645.75,60100.0,61511.3,154919.118,2021-11-06,9432009426.66797,1861601,74901.484,4561628069.01644,0
2021-11-07,61511.3,63377.58,61368.26,63316.4,142878.208,2021-11-07,8884101795.93602,1799395,72436.712,4505154135.94304,0
2021-11-08,63316.4,67932.89,63308.7,67606.96,274932.146,2021-11-08,18088392666.76962,3272069,138123.266,9088964487.46092,0
2021-11-09,67606.96,68675.16,66300.0,67009.98,231843.834,2021-11-09,15654216547.79626,3087341,113027.881,7632872051.52297,0
2021-11-10,67010.65,69198.7,62400.51,64920.13,347835.573,2021-11-10,23147498978.96334,4348447,167504.328,11153704219.72579,0
2021-11-11,64920.13,65646.98,64147.12,64831.3,178279.275,2021-11-11,11575850111.67905,2510140,85507.216,5552676940.17532,0
2021-11-12,64831.2,65500.0,62313.0,64156.08,264576.325,2021-11-12,16915954847.28551,3146724,128278.242,8204338383.71814,0
2021-11-13,64156.08,65073.24,63430.01,64427.0,124466.493,2021-11-13,7984348166.02606,1585473,60958.991,3910386610.34791,0
2021-11-14,64426.99,65569.99,63640.0,65568.39,146424.701,2021-11-14,9450438558.31633,1786912,71887.542,4640017893.44743,0
2021-11-15,65568.38,66395.05,63351.58,63654.49,210026.602,2021-11-15,13656636971.01954,2387155,100563.649,6540622131.52179,0
2021-11-16,63654.49,63655.77,58397.14,60106.03,475025.706,2021-11-16,28862014876.13343,4669206,224511.744,13643618102.72353,0
2021-11-17,60106.03,60848.85,58336.68,60366.96,287388.873,2021-11-17,17181720172.69431,3416114,141373.327,8454514072.49209,0
2021-11-18,60366.97,60999.0,56505.48,56921.05,412021.672,2021-11-18,24129304002.96715,4629293,197043.864,11544350322.35408,0
2021-11-19,56921.04,58333.0,55604.0,58069.51,245356.121,2021-11-19,14001797579.95711,3004657,120093.418,6854083185.16372,0
2021-11-20,58069.52,59873.84,57372.0,59716.29,173697.342,2021-11-20,10188245162.44803,2257300,86276.801,5061792239.51011,0
2021-11-21,59716.28,60052.82,58518.88,58661.39,143887.271,2021-11-21,8509909811.76275,2034106,70920.127,4194883690.36431,0
2021-11-22,58648.87,59624.56,55600.0,56268.31,326184.881,2021-11-22,18717910073.27998,3832413,157891.639,9061871742.37365,0
2021-11-23,56268.31,57888.0,55250.0,57574.23,267790.325,2021-11-23,15216816647.77958,3319305,132836.803,7550762185.07776,0
2021-11-24,57574.24,57775.27,55900.0,57165.08,194683.757,2021-11-24,11043276126.5089,2459067,96162.017,5455012742.85175,0
2021-11-25,57165.09,59449.62,57029.0,58988.21,191912.653,2021-11-25,11190941838.07731,2413373,94976.186,5538480385.66315,0
2021-11-26,58988.36,59186.41,53500.0,53755.65,378650.919,2021-11-26,20945137179.71787,4127437,179444.109,9927176141.66771,0
2021-11-27,53755.66,55300.0,53640.69,54738.77,155119.117,2021-11-27,8478100940.1226,1975864,75350.439,4118537151.22613,0
2021-11-28,54738.77,57474.76,53245.0,57315.73,213600.615,2021-11-28,11739217936.70817,2393952,105577.874,5807266281.2311,0
2021-11-29,57315.72,58924.21,56715.0,57827.98,215111.466,2021-11-29,12407120858.33198,2447845,107231.421,6185979722.43663,0
2021-11-30,57827.97,59224.99,55900.0,56975.0,337624.148,2021-11-30,19388577718.16696,3850454,163076.665,9367882842.6457,0
2021-12-01,56978.06,59100.0,56500.0,57209.29,273959.104,2021-12-01,15768296334.55757,3149322,134469.846,7739580278.53539,0
2021-12-02,57209.28,57428.49,55800.0,56513.57,249985.255,2021-12-02,14156805566.29961,2673918,120880.601,6846143099.54111,0
2021-12-03,56513.56,57670.0,50604.0,53612.0,374132.016,2021-12-03,20620928587.23005,3755786,174865.975,9652327938.8376,0
2021-12-04,53611.86,53889.69,40888.89,49135.66,598774.989,2021-12-04,28876836071.52302,5884109,283256.182,13656398416.92694,0
2021-12-05,49135.66,49699.49,47755.0,49376.6,286434.382,2021-12-05,14016018237.14839,3163309,144632.547,7078863270.45965,0
2021-12-06,49373.83,50888.0,47000.0,50424.72,357711.029,2021-12-06,17416560141.64795,3868686,181750.447,8851924336.00435,0
2021-12-07,50424.72,51929.0,50012.0,50577.2,224670.618,2021-12-07,11455372238.68916,2571721,112692.075,5747025418.32783,0
2021-12-08,50577.2,51210.6,48533.33,50455.61,238229.884,2021-12-08,11927549317.95012,2569992,118448.493,5931994643.83371,0
2021-12-09,50459.61,50773.03,47312.89,47539.76,273086.086,2021-12-09,13331462595.9486,3003376,135275.03,6604812871.76073,0
2021-12-10,47539.34,50188.42,46828.23,47136.35,302974.429,2021-12-10,14624324088.15633,3440326,149973.846,7241734548.93565,0
2021-12-11,47132.31,49499.05,46724.35,49381.15,210959.992,2021-12-11,10208756470.20068,2548340,106748.623,5166291977.15889,0
2021-12-12,49379.51,50768.0,48616.16,50057.01,183434.285,2021-12-12,9106252724.30474,2352164,93049.562,4620556018.70059,0
2021-12-13,50057.02,50180.0,45600.0,46679.93,348551.322,2021-12-13,16649825351.91293,4064300,171595.893,8200400644.81935,0
2021-12-14,46679.93,48657.92,46255.6,48324.04,266213.627,2021-12-14,12568719899.92738,3361316,135879.102,6417175900.91752,0
2021-12-15,48324.0,49479.75,46518.73,48870.48,345239.891,2021-12-15,16608174001.39206,4121320,173212.468,8334284462.88775,0
2021-12-16,48870.48,49439.79,47500.0,47624.5,215874.187,2021-12-16,10475553466.87223,2699044,107345.166,5210025326.09925,0
2021-12-17,47629.1,47988.27,45373.11,46125.33,326458.135,2021-12-17,15254949355.93811,3900693,159111.359,7437957215.85854,0
2021-12-18,46125.33,47336.99,45438.43,46815.99,191006.415,2021-12-18,8888783519.25989,2717062,95918.104,4464301287.65608,0
2021-12-19,46815.99,48461.17,46399.37,46668.63,241698.541,2021-12-19,11424734107.71985,2869025,120156.154,5681140108.43914,0
2021-12-20,46668.65,47533.42,45530.67,46898.14,273804.259,2021-12-20,12694248816.63036,3385680,136115.389,6311962625.51175,0
2021-12-21,46896.82,49298.78,46650.0,48875.15,260008.358,2021-12-21,12591846630.47555,3368367,132298.47,6407147392.71888,0
2021-12-22,48875.88,49599.0,48420.02,48569.69,208463.689,2021-12-22,10204294033.10858,2632960,103012.088,5043152336.27347,0
2021-12-23,48569.69,51377.74,48020.0,50817.92,255885.48,2021-12-23,12639718706.13498,2830824,128696.325,6356989973.32774,0
2021-12-24,50817.94,51805.0,50379.25,50808.55,220208.725,2021-12-24,11239397651.05684,2359503,109811.663,5605710625.65142,0
2021-12-25,50809.37,51190.0,50105.0,50403.64,147662.438,2021-12-25,7493948259.92037,1640853,72934.601,3702189299.10163,0
2021-12-26,50403.64,51300.0,49350.0,50765.73,184800.616,2021-12-26,9267956168.27748,1947977,89518.393,4490933872.73911,0
2021-12-27,50765.73,52134.0,50450.0,50707.72,216225.263,2021-12-27,11061080417.43167,2265011,106262.002,5437046524.75261,0
2021-12-28,50707.72,50713.56,47290.0,47522.03,336083.34,2021-12-28,16407080716.16083,3423898,160404.199,7831850133.88932,0
