token_id,symbol,date,close,frama,ema,trend,signal
3375,btc,2021-01-03,33008.2265625,33008.2265625,29893.283601872645,1,0
3375,btc,2021-01-04,31515.576171875,31515.576171875,30034.352521003286,1,0
3375,btc,2021-01-05,34082.20703125,34082.20703125,30386.339869720396,1,0
3375,btc,2021-01-06,36933.51953125,36933.51953125,30955.65984028819,1,0
3375,btc,2021-01-07,39547.0859375,39547.0859375,31702.740370480526,1,0
3375,btc,2021-01-08,40815.9609375,40815.9609375,32495.194332830044,1,0
3375,btc,2021-01-09,40296.52734375,40296.52734375,33173.5711163883,1,0
3375,btc,2021-01-10,38397.89453125,38397.89453125,33627.860108984976,1,0
3375,btc,2021-01-11,35669.90625,35669.90625,33805.42933863846,1,0
3375,btc,2021-01-12,33938.3359375,33938.3359375,33816.98643419164,1,0
3375,btc,2021-01-13,37456.0078125,37456.0078125,34133.42307578367,1,0
3375,btc,2021-01-14,39232.75,39232.75,34576.842808324225,1,0
3375,btc,2021-01-15,36787.51953125,36787.51953125,34769.075566839514,1,0
3375,btc,2021-01-16,36254.71484375,36254.71484375,34898.261590918686,1,0
3375,btc,2021-01-17,35804.265625,35804.265625,34977.04455040402,1,0
3375,btc,2021-01-18,36595.46484375,36595.46484375,35117.77674982541,1,0
3375,btc,2021-01-19,36104.86328125,36104.86328125,35203.61036125364,1,0
3375,btc,2021-01-20,35587.48828125,35587.48828125,35236.99104994898,1,0
3375,btc,2021-01-21,30913.6953125,35120.108984375,34861.05229017081,1,0
3375,btc,2021-01-22,32957.91015625,34903.8891015625,34695.561669829876,1,0
3375,btc,2021-01-23,32068.087890625,34620.30898046875,34467.08568902945,1,0
3375,btc,2021-01-24,32273.517578125,34385.629840234375,34276.34063590733,1,0
3375,btc,2021-01-25,32375.3203125,34184.59888746094,34111.034520828434,1,0
3375,btc,2021-01-26,32582.109375,34024.34993621484,33978.0845081477,1,0
3375,btc,2021-01-27,30445.525390625,33666.46748165586,33670.905454450076,-1,-1
3375,btc,2021-01-28,33128.34765625,33612.65549911527,33623.726515476155,-1,0
3375,btc,2021-01-29,34150.8203125,33666.471980453745,33669.56075869562,-1,0
3375,btc,2021-01-30,34199.51953125,33719.77673553337,33715.64413022209,1,1
3375,btc,2021-01-31,33064.78515625,33654.27757760503,33659.04769770278,-1,-1
3375,btc,2021-02-01,33405.9921875,33629.44903859453,33637.04287072863,-1,0
3375,btc,2021-02-02,35485.984375,33815.102572235075,33797.82039283918,1,1
3375,btc,2021-02-03,37494.71875,34183.064190011566,34119.289815200995,1,0
3375,btc,2021-02-04,36816.5078125,34446.40855226041,34353.8305106183,1,0
3375,btc,2021-02-05,38007.83203125001,34802.55090015937,34671.56977328193,1,0
3375,btc,2021-02-06,39279.4140625,35250.237216393434,35072.25188538785,1,0
3375,btc,2021-02-07,38833.33984375,35608.54747912909,35399.30301220195,1,0
3375,btc,2021-02-08,46307.57421875,36678.45015309118,36347.848334510476,1,0
3375,btc,2021-02-09,46569.56640625,37667.561778407064,37236.693384226965,1,0
3375,btc,2021-02-10,44848.6953125,38385.67513181636,37898.60659538114,1,0
3375,btc,2021-02-11,47815.9609375,39328.703712384726,38760.98523382626,1,0
3375,btc,2021-02-12,47414.1875,40137.25209114625,39513.43760479789,1,0
3375,btc,2021-02-13,46941.29296875,40817.656178906625,40159.33807122851,1,0
3375,btc,2021-02-14,48607.875,41596.67806101596,40893.99345633907,1,0
3375,btc,2021-02-15,47898.48828125,42226.85908303937,41503.079962853066,1,0
3375,btc,2021-02-16,49238.13671875,42927.98684661044,42175.69359380063,1,0
