Datetime,BTC,cash
2021-01-03 00:00:00+00:00,0.0,10000.0
2021-01-04 00:00:00+00:00,0.0,10000.0
2021-01-05 00:00:00+00:00,0.0,10000.0
2021-01-06 00:00:00+00:00,0.0,10000.0
2021-01-07 00:00:00+00:00,0.0,10000.0
2021-01-08 00:00:00+00:00,0.0,10000.0
2021-01-09 00:00:00+00:00,0.0,10000.0
2021-01-10 00:00:00+00:00,0.0,10000.0
2021-01-11 00:00:00+00:00,0.0,10000.0
2021-01-12 00:00:00+00:00,0.0,10000.0
2021-01-13 00:00:00+00:00,0.0,10000.0
2021-01-14 00:00:00+00:00,0.0,10000.0
2021-01-15 00:00:00+00:00,0.0,10000.0
2021-01-16 00:00:00+00:00,0.0,10000.0
2021-01-17 00:00:00+00:00,0.0,10000.0
2021-01-18 00:00:00+00:00,0.0,10000.0
2021-01-19 00:00:00+00:00,0.0,10000.0
2021-01-20 00:00:00+00:00,0.0,10000.0
2021-01-21 00:00:00+00:00,0.0,10000.0
2021-01-22 00:00:00+00:00,0.0,10000.0
2021-01-23 00:00:00+00:00,0.0,10000.0
2021-01-24 00:00:00+00:00,0.0,10000.0
2021-01-25 00:00:00+00:00,0.0,10000.0
2021-01-26 00:00:00+00:00,0.0,10000.0
2021-01-27 00:00:00+00:00,0.0,10000.0
2021-01-28 00:00:00+00:00,-16564.173828125,25185.403408
2021-01-29 00:00:00+00:00,-17075.41015625,25185.403408
2021-01-30 00:00:00+00:00,-17099.759765625,25185.403408
2021-01-31 00:00:00+00:00,0.0,8036.166455999997
2021-02-01 00:00:00+00:00,-16702.99609375,24592.096434
2021-02-02 00:00:00+00:00,-17742.9921875,24592.096434
2021-02-03 00:00:00+00:00,0.0,6832.960619999999
2021-02-04 00:00:00+00:00,0.0,6832.960619999999
2021-02-05 00:00:00+00:00,0.0,6832.960619999999
2021-02-06 00:00:00+00:00,0.0,6832.960619999999
2021-02-07 00:00:00+00:00,0.0,6832.960619999999
2021-02-08 00:00:00+00:00,0.0,6832.960619999999
2021-02-09 00:00:00+00:00,0.0,6832.960619999999
2021-02-10 00:00:00+00:00,0.0,6832.960619999999
2021-02-11 00:00:00+00:00,0.0,6832.960619999999
